customer_id,first_name,last_name,email,age,city,state,segment,join_date,is_active
C01327,Pooja,Kumar,customer1327@email.com,32,Dallas,TX,Premium,2021-10-21,True
C01328,John,Thomas,customer1328@email.com,53,San Jose,CA,Regular,2023-12-27,True
C01329,Sarah,Johnson,customer1329@email.com,31,Chicago,IL,Premium,2020-06-02,True
C01330,Michael,Kumar,customer1330@email.com,24,Atlanta,GA,Budget,2022-02-27,True
C01331,Abhinay,Taylor,customer1331@email.com,66,Nashville,TN,Budget,2022-12-16,False
C01332,Patricia,Jones,customer1332@email.com,32,Phoenix,AZ,Budget,2022-10-30,False
C01333,Abhinay,Miller,customer1333@email.com,67,Atlanta,GA,Wholesale,2023-06-24,True
C01334,Jessica,Garcia,customer1334@email.com,61,Chicago,IL,Budget,2021-07-23,True
C01335,Patricia,Brown,customer1335@email.com,33,Phoenix,AZ,Premium,2022-08-02,False
C01336,James,Kumar,customer1336@email.com,60,Philadelphia,PA,Wholesale,2021-06-30,True
C01337,Priya,Williams,customer1337@email.com,40,Dallas,TX,Wholesale,2020-08-30,True
C01338,Abhinay,Sharma,customer1338@email.com,50,Phoenix,AZ,Budget,2022-03-23,True
C01339,Susan,Brown,customer1339@email.com,21,Atlanta,GA,Wholesale,2021-07-12,False
C01340,Michael,Chaudhary,customer1340@email.com,29,San Antonio,TX,Budget,2021-08-25,False
C01341,Patricia,Johnson,customer1341@email.com,59,Portland,OR,Regular,2022-06-06,True
C01342,Mary,Johnson,customer1342@email.com,54,San Diego,CA,Budget,2020-08-23,True
C01343,Patricia,Wilson,customer1343@email.com,32,Chicago,IL,Wholesale,2022-12-25,False
C01344,Linda,Wilson,customer1344@email.com,49,Denver,CO,Regular,2020-07-26,True
C01345,Vikram,Anderson,customer1345@email.com,63,San Antonio,TX,Budget,2021-12-12,True
C01346,Abhinay,Kumar,customer1346@email.com,65,Houston,TX,Budget,2021-01-14,True
C01347,Neha,Williams,customer1347@email.com,28,Philadelphia,PA,Regular,2021-10-07,True
C01348,James,Kumar,customer1348@email.com,45,Atlanta,GA,Budget,2020-10-17,True
C01349,John,Garcia,customer1349@email.com,61,Philadelphia,PA,Premium,2021-06-24,True
C01350,James,Kumar,customer1350@email.com,33,Miami,FL,Wholesale,2023-04-09,True
C01351,Rahul,Anderson,customer1351@email.com,71,Los Angeles,CA,Regular,2020-02-05,True
C01352,Patricia,Anderson,customer1352@email.com,69,Phoenix,AZ,Budget,2020-07-11,False
C01353,Priya,Wilson,customer1353@email.com,60,Miami,FL,Wholesale,2021-12-19,True
C01354,James,Thomas,customer1354@email.com,37,Seattle,WA,Budget,2022-07-28,False
C01355,Neha,Smith,customer1355@email.com,27,Houston,TX,Wholesale,2021-07-06,True
C01356,Sarah,Smith,customer1356@email.com,33,Phoenix,AZ,Wholesale,2022-01-01,True
C01357,Michael,Chaudhary,customer1357@email.com,58,San Antonio,TX,Premium,2020-07-01,True
C01358,Abhinay,Garcia,customer1358@email.com,34,Las Vegas,NV,Budget,2022-07-09,True
C01359,Jessica,Wilson,customer1359@email.com,37,Denver,CO,Regular,2023-04-21,True
C01360,Amit,Taylor,customer1360@email.com,71,Nashville,TN,Premium,2022-12-01,False
C01361,Susan,Anderson,customer1361@email.com,25,Atlanta,GA,Premium,2023-03-06,False
C01362,Neha,Jones,customer1362@email.com,51,Phoenix,AZ,Budget,2022-08-13,True
C01363,Barbara,Williams,customer1363@email.com,69,San Jose,CA,Budget,2022-09-24,True
C01364,Michael,Anderson,customer1364@email.com,70,Atlanta,GA,Premium,2020-03-24,True
C01365,James,Sharma,customer1365@email.com,40,Miami,FL,Premium,2021-09-18,True
C01366,Susan,Anderson,customer1366@email.com,68,Dallas,TX,Regular,2020-10-09,True
C01367,Pooja,Miller,customer1367@email.com,45,Dallas,TX,Premium,2020-10-19,True
C01368,Sarah,Thomas,customer1368@email.com,33,San Diego,CA,Wholesale,2020-03-06,False
C01369,William,Anderson,customer1369@email.com,56,Denver,CO,Budget,2020-07-19,True
C01370,Neha,Taylor,customer1370@email.com,69,Nashville,TN,Regular,2022-06-11,True
C01371,Jessica,Miller,customer1371@email.com,37,Dallas,TX,Budget,2020-10-04,True
C01372,Vikram,Patel,customer1372@email.com,52,San Jose,CA,Regular,2023-03-06,False
C01373,Robert,Patel,customer1373@email.com,62,Boston,MA,Budget,2020-07-15,True
C01374,Jessica,Patel,customer1374@email.com,44,Atlanta,GA,Wholesale,2021-12-26,False
C01375,James,Sharma,customer1375@email.com,23,New York,NY,Regular,2023-02-18,True
C01376,Abhinay,Thomas,customer1376@email.com,26,San Diego,CA,Budget,2023-04-03,True
C01377,Richard,Smith,customer1377@email.com,47,Denver,CO,Wholesale,2020-09-14,True
C01378,William,Brown,customer1378@email.com,39,Chicago,IL,Premium,2020-04-22,True
C01379,Amit,Taylor,customer1379@email.com,21,Nashville,TN,Premium,2022-09-13,True
C01380,Robert,Kumar,customer1380@email.com,26,San Antonio,TX,Regular,2022-11-23,True
C01381,Barbara,Smith,customer1381@email.com,69,San Jose,CA,Wholesale,2023-07-10,True
C01382,James,Jones,customer1382@email.com,56,Houston,TX,Premium,2020-05-17,True
C01383,Patricia,Kumar,customer1383@email.com,19,San Diego,CA,Wholesale,2021-02-22,False
C01384,Barbara,Chaudhary,customer1384@email.com,48,Los Angeles,CA,Regular,2020-09-06,True
C01385,Anjali,Patel,customer1385@email.com,72,Las Vegas,NV,Premium,2021-06-17,False
C01386,James,Garcia,customer1386@email.com,27,Phoenix,AZ,Regular,2023-07-26,True
C01387,Priya,Miller,customer1387@email.com,48,Portland,OR,Wholesale,2023-12-03,True
C01388,Patricia,Kumar,customer1388@email.com,41,San Jose,CA,Budget,2023-09-29,False
C01389,Patricia,Patel,customer1389@email.com,44,Denver,CO,Wholesale,2023-11-29,True
C01390,Joseph,Brown,customer1390@email.com,54,New York,NY,Wholesale,2021-08-03,True
C01391,Mary,Patel,customer1391@email.com,20,Nashville,TN,Budget,2021-09-12,True
C01392,William,Smith,customer1392@email.com,28,Atlanta,GA,Budget,2022-07-27,True
C01393,Abhinay,Chaudhary,customer1393@email.com,50,Seattle,WA,Premium,2023-12-17,True
C01394,Vikram,Taylor,customer1394@email.com,47,Phoenix,AZ,Regular,2021-12-21,True
C01395,John,Kumar,customer1395@email.com,42,San Jose,CA,Wholesale,2022-03-17,True
C01396,Abhinay,Wilson,customer1396@email.com,26,Nashville,TN,Budget,2023-12-22,True
C01397,Richard,Williams,customer1397@email.com,20,Nashville,TN,Premium,2023-06-18,True
C01398,Neha,Brown,customer1398@email.com,49,San Diego,CA,Wholesale,2020-07-16,True
C01399,Patricia,Garcia,customer1399@email.com,64,San Diego,CA,Wholesale,2021-04-29,False
C01400,Anjali,Wilson,customer1400@email.com,25,Chicago,IL,Premium,2020-05-06,True
C01401,Anjali,Smith,customer1401@email.com,29,Atlanta,GA,Budget,2022-02-05,True
C01402,Robert,Miller,customer1402@email.com,30,Atlanta,GA,Budget,2022-02-12,False
C01403,Barbara,Davis,customer1403@email.com,30,Atlanta,GA,Regular,2023-10-22,False
C01404,John,Smith,customer1404@email.com,58,Portland,OR,Premium,2021-01-28,True
C01405,James,Thomas,customer1405@email.com,67,Los Angeles,CA,Wholesale,2020-10-14,True
C01406,Neha,Kumar,customer1406@email.com,30,Austin,TX,Regular,2021-01-14,False
C01407,Susan,Jones,customer1407@email.com,69,Portland,OR,Premium,2021-12-22,False
C01408,Richard,Williams,customer1408@email.com,54,Boston,MA,Premium,2023-07-04,True
C01409,Patricia,Brown,customer1409@email.com,49,Portland,OR,Regular,2021-09-02,True
C01410,David,Smith,customer1410@email.com,32,Charlotte,NC,Budget,2023-01-12,True
C01411,Susan,Williams,customer1411@email.com,28,Denver,CO,Budget,2023-12-11,True
C01412,Linda,Anderson,customer1412@email.com,43,Las Vegas,NV,Premium,2023-03-24,True
C01413,William,Smith,customer1413@email.com,20,Nashville,TN,Budget,2022-08-22,False
C01414,David,Johnson,customer1414@email.com,26,Dallas,TX,Regular,2021-02-14,True
C01415,Sarah,Williams,customer1415@email.com,69,Los Angeles,CA,Premium,2021-04-27,True
C01416,Anjali,Williams,customer1416@email.com,53,Chicago,IL,Wholesale,2022-05-02,True
C01417,Patricia,Johnson,customer1417@email.com,49,Dallas,TX,Regular,2020-03-26,True
C01418,Barbara,Davis,customer1418@email.com,19,Boston,MA,Premium,2022-09-05,True
C01419,Anjali,Chaudhary,customer1419@email.com,61,San Antonio,TX,Premium,2022-12-30,False
C01420,Richard,Jones,customer1420@email.com,45,Los Angeles,CA,Wholesale,2022-03-03,True
C01421,Patricia,Thomas,customer1421@email.com,40,Houston,TX,Regular,2022-06-15,True
C01422,Linda,Davis,customer1422@email.com,23,Boston,MA,Premium,2020-04-28,True
C01423,Rahul,Johnson,customer1423@email.com,69,Boston,MA,Premium,2023-01-03,True
C01424,Mary,Jones,customer1424@email.com,46,Los Angeles,CA,Regular,2020-06-05,True
C01425,Susan,Davis,customer1425@email.com,36,Los Angeles,CA,Regular,2021-10-05,False
C01426,Patricia,Williams,customer1426@email.com,22,Miami,FL,Budget,2023-09-08,True
C01427,Pooja,Thomas,customer1427@email.com,72,Miami,FL,Regular,2023-12-15,False
C01428,Priya,Anderson,customer1428@email.com,59,San Jose,CA,Regular,2022-01-21,True
C01429,Priya,Brown,customer1429@email.com,21,Austin,TX,Budget,2023-11-30,False
C01430,William,Williams,customer1430@email.com,31,Charlotte,NC,Regular,2022-09-22,True
C01431,Michael,Brown,customer1431@email.com,41,San Jose,CA,Regular,2023-02-06,True
C01432,Joseph,Patel,customer1432@email.com,25,San Diego,CA,Premium,2023-12-01,False
C01433,William,Chaudhary,customer1433@email.com,37,Los Angeles,CA,Premium,2021-07-07,True
C01434,Richard,Kumar,customer1434@email.com,19,Dallas,TX,Wholesale,2023-06-02,False
C01435,Linda,Miller,customer1435@email.com,42,Atlanta,GA,Regular,2020-03-31,False
C01436,Neha,Anderson,customer1436@email.com,20,Las Vegas,NV,Budget,2020-04-17,True
C01437,William,Miller,customer1437@email.com,66,Charlotte,NC,Premium,2021-11-19,True
C01438,Jessica,Johnson,customer1438@email.com,69,Charlotte,NC,Premium,2022-06-07,False
C01439,Joseph,Sharma,customer1439@email.com,54,San Jose,CA,Budget,2022-12-31,True
C01440,Pooja,Davis,customer1440@email.com,26,Denver,CO,Premium,2022-08-15,True
C01441,Linda,Anderson,customer1441@email.com,39,Dallas,TX,Wholesale,2020-06-24,True
C01442,Susan,Wilson,customer1442@email.com,60,Charlotte,NC,Budget,2021-07-15,True
C01443,Rahul,Taylor,customer1443@email.com,71,Houston,TX,Budget,2021-09-20,True
C01444,James,Patel,customer1444@email.com,18,Atlanta,GA,Wholesale,2022-08-05,True
C01445,Vikram,Miller,customer1445@email.com,44,Seattle,WA,Premium,2022-09-10,True
C01446,Priya,Taylor,customer1446@email.com,22,Dallas,TX,Wholesale,2023-06-03,True
C01447,William,Kumar,customer1447@email.com,26,Dallas,TX,Regular,2021-07-19,True
C01448,Vikram,Johnson,customer1448@email.com,32,Phoenix,AZ,Premium,2023-06-19,True
C01449,Abhinay,Patel,customer1449@email.com,55,Philadelphia,PA,Budget,2023-11-02,True
C01450,Mary,Wilson,customer1450@email.com,34,Las Vegas,NV,Premium,2021-04-11,True
C01451,Anjali,Davis,customer1451@email.com,40,Las Vegas,NV,Premium,2020-04-01,True
C01452,Patricia,Williams,customer1452@email.com,33,Portland,OR,Regular,2022-06-27,True
C01453,Neha,Sharma,customer1453@email.com,22,Nashville,TN,Wholesale,2022-01-30,True
C01454,David,Thomas,customer1454@email.com,39,Phoenix,AZ,Wholesale,2020-02-20,True
C01455,Anjali,Smith,customer1455@email.com,28,Miami,FL,Budget,2021-08-25,True
C01456,Rahul,Smith,customer1456@email.com,24,San Jose,CA,Regular,2020-11-03,True
C01457,Rahul,Thomas,customer1457@email.com,31,Portland,OR,Wholesale,2022-11-06,True
C01458,Vikram,Williams,customer1458@email.com,22,Phoenix,AZ,Regular,2022-02-19,False
C01459,Abhinay,Johnson,customer1459@email.com,56,Las Vegas,NV,Wholesale,2020-09-05,False
C01460,Michael,Anderson,customer1460@email.com,33,Austin,TX,Budget,2021-07-05,True
C01461,Joseph,Taylor,customer1461@email.com,65,Seattle,WA,Premium,2021-04-17,True
C01462,Susan,Williams,customer1462@email.com,40,Atlanta,GA,Premium,2022-04-19,True
C01463,Linda,Patel,customer1463@email.com,68,Miami,FL,Wholesale,2023-05-24,True
C01464,Priya,Davis,customer1464@email.com,67,Nashville,TN,Wholesale,2020-09-13,True
C01465,Barbara,Taylor,customer1465@email.com,38,Charlotte,NC,Premium,2021-06-17,True
C01466,Abhinay,Jones,customer1466@email.com,54,Boston,MA,Wholesale,2022-05-12,True
C01467,James,Garcia,customer1467@email.com,25,Philadelphia,PA,Wholesale,2022-07-18,True
C01468,Sarah,Brown,customer1468@email.com,26,Las Vegas,NV,Premium,2023-12-27,False
C01469,Jennifer,Williams,customer1469@email.com,26,New York,NY,Wholesale,2023-11-14,False
C01470,Richard,Davis,customer1470@email.com,63,Seattle,WA,Budget,2020-09-18,True
C01471,Rahul,Brown,customer1471@email.com,64,Austin,TX,Premium,2021-11-20,True
C01472,Jessica,Patel,customer1472@email.com,65,Seattle,WA,Wholesale,2022-07-08,True
C01473,Robert,Garcia,customer1473@email.com,64,Miami,FL,Premium,2023-12-04,True
C01474,Rahul,Thomas,customer1474@email.com,61,New York,NY,Wholesale,2023-04-30,False
C01475,Jennifer,Wilson,customer1475@email.com,67,Austin,TX,Premium,2022-06-17,True
C01476,David,Johnson,customer1476@email.com,54,San Jose,CA,Wholesale,2022-10-07,True
C01477,David,Garcia,customer1477@email.com,27,Austin,TX,Premium,2022-02-25,True
C01478,William,Taylor,customer1478@email.com,24,Boston,MA,Budget,2022-11-29,True
C01479,Barbara,Wilson,customer1479@email.com,49,Philadelphia,PA,Wholesale,2020-08-30,True
C01480,William,Brown,customer1480@email.com,32,Philadelphia,PA,Budget,2021-08-13,True
C01481,Priya,Garcia,customer1481@email.com,19,Houston,TX,Premium,2021-02-27,True
C01482,James,Thomas,customer1482@email.com,31,New York,NY,Budget,2022-09-27,False
C01483,Robert,Patel,customer1483@email.com,36,Atlanta,GA,Premium,2022-12-02,True
C01484,Sarah,Wilson,customer1484@email.com,23,Atlanta,GA,Regular,2022-06-04,True
C01485,John,Davis,customer1485@email.com,64,Houston,TX,Premium,2021-12-25,True
C01486,David,Wilson,customer1486@email.com,47,Philadelphia,PA,Premium,2022-11-04,True
C01487,Patricia,Taylor,customer1487@email.com,30,Los Angeles,CA,Premium,2022-06-06,True
C01488,Rahul,Chaudhary,customer1488@email.com,32,San Diego,CA,Regular,2020-10-07,True
C01489,Sarah,Garcia,customer1489@email.com,64,Miami,FL,Wholesale,2020-11-06,True
C01490,Vikram,Williams,customer1490@email.com,51,Phoenix,AZ,Regular,2021-02-10,True
C01491,Sarah,Miller,customer1491@email.com,63,Boston,MA,Regular,2020-05-17,True
C01492,William,Chaudhary,customer1492@email.com,58,Boston,MA,Regular,2023-11-09,True
C01493,Neha,Garcia,customer1493@email.com,37,Miami,FL,Regular,2022-12-22,True
C01494,Vikram,Chaudhary,customer1494@email.com,56,Miami,FL,Budget,2022-09-30,False
C01495,Linda,Brown,customer1495@email.com,66,San Jose,CA,Budget,2020-07-16,False
C01496,Linda,Sharma,customer1496@email.com,25,Atlanta,GA,Regular,2021-10-28,False
C01497,Patricia,Thomas,customer1497@email.com,62,Austin,TX,Wholesale,2023-09-14,True
C01498,Anjali,Sharma,customer1498@email.com,61,Miami,FL,Regular,2022-09-28,True
C01499,Abhinay,Miller,customer1499@email.com,72,San Jose,CA,Wholesale,2021-07-02,True
C01500,William,Taylor,customer1500@email.com,44,Las Vegas,NV,Wholesale,2021-10-23,False
C01501,William,Johnson,customer1501@email.com,35,Boston,MA,Wholesale,2022-03-27,True
C01502,Mary,Anderson,customer1502@email.com,46,Austin,TX,Wholesale,2023-07-27,True
C01503,Priya,Miller,customer1503@email.com,67,Nashville,TN,Premium,2020-12-07,True
C01504,Priya,Smith,customer1504@email.com,64,Phoenix,AZ,Premium,2023-05-23,False
C01505,David,Thomas,customer1505@email.com,67,Chicago,IL,Premium,2023-12-14,True
C01506,Susan,Miller,customer1506@email.com,28,Portland,OR,Wholesale,2021-03-07,True
C01507,Susan,Taylor,customer1507@email.com,44,San Jose,CA,Regular,2020-11-26,True
C01508,James,Brown,customer1508@email.com,50,New York,NY,Wholesale,2020-03-14,False
C01509,Barbara,Anderson,customer1509@email.com,19,Los Angeles,CA,Regular,2020-11-17,True
C01510,Pooja,Brown,customer1510@email.com,70,Los Angeles,CA,Wholesale,2021-07-11,False
C01511,John,Williams,customer1511@email.com,22,Phoenix,AZ,Wholesale,2021-07-06,True
C01512,Anjali,Jones,customer1512@email.com,24,New York,NY,Wholesale,2023-01-14,True
C01513,David,Sharma,customer1513@email.com,50,Charlotte,NC,Premium,2021-10-01,True
C01514,Michael,Brown,customer1514@email.com,34,Dallas,TX,Wholesale,2022-07-28,False
C01515,John,Davis,customer1515@email.com,44,San Jose,CA,Budget,2022-05-29,False
C01516,Priya,Davis,customer1516@email.com,42,San Jose,CA,Premium,2023-12-10,False
C01517,Priya,Brown,customer1517@email.com,46,Denver,CO,Regular,2022-02-02,True
C01518,Joseph,Thomas,customer1518@email.com,48,Denver,CO,Premium,2021-04-20,True
C01519,Vikram,Williams,customer1519@email.com,24,Austin,TX,Regular,2020-10-21,True
C01520,Linda,Williams,customer1520@email.com,27,Miami,FL,Wholesale,2023-04-30,False
C01521,Linda,Johnson,customer1521@email.com,67,Portland,OR,Wholesale,2023-03-06,True
C01522,Pooja,Taylor,customer1522@email.com,71,Boston,MA,Regular,2021-09-29,True
C01523,Rahul,Sharma,customer1523@email.com,18,Austin,TX,Budget,2023-11-12,True
C01524,Priya,Kumar,customer1524@email.com,38,Las Vegas,NV,Regular,2022-09-27,True
C01525,Sarah,Williams,customer1525@email.com,24,Atlanta,GA,Wholesale,2023-12-22,True
C01526,James,Garcia,customer1526@email.com,51,Denver,CO,Premium,2020-09-17,True
C01527,Patricia,Johnson,customer1527@email.com,45,San Antonio,TX,Wholesale,2022-06-15,True
C01528,Robert,Sharma,customer1528@email.com,43,Portland,OR,Premium,2022-09-24,True
C01529,Barbara,Wilson,customer1529@email.com,51,Houston,TX,Budget,2022-06-10,True
C01530,Jennifer,Jones,customer1530@email.com,36,Nashville,TN,Regular,2023-08-24,True
C01531,William,Kumar,customer1531@email.com,47,Portland,OR,Regular,2023-05-23,True
C01532,Abhinay,Kumar,customer1532@email.com,18,Phoenix,AZ,Budget,2020-12-02,False
C01533,Sarah,Williams,customer1533@email.com,18,Philadelphia,PA,Budget,2020-11-03,True
C01534,Patricia,Patel,customer1534@email.com,39,San Antonio,TX,Premium,2023-11-22,True
C01535,Anjali,Garcia,customer1535@email.com,22,Charlotte,NC,Budget,2022-08-17,True
C01536,James,Miller,customer1536@email.com,35,Seattle,WA,Budget,2023-07-11,False
C01537,Susan,Chaudhary,customer1537@email.com,34,Nashville,TN,Regular,2021-09-18,True
C01538,Patricia,Miller,customer1538@email.com,35,Nashville,TN,Regular,2020-11-08,True
C01539,Robert,Chaudhary,customer1539@email.com,39,Nashville,TN,Budget,2020-07-28,False
C01540,James,Davis,customer1540@email.com,31,San Antonio,TX,Premium,2020-12-10,True
C01541,Sarah,Smith,customer1541@email.com,38,Phoenix,AZ,Premium,2020-12-03,True
C01542,Joseph,Sharma,customer1542@email.com,60,Phoenix,AZ,Wholesale,2022-11-13,True
C01543,Patricia,Davis,customer1543@email.com,53,San Jose,CA,Wholesale,2022-10-21,False
C01544,Sarah,Thomas,customer1544@email.com,37,Denver,CO,Budget,2023-12-17,True
C01545,Jennifer,Wilson,customer1545@email.com,63,Charlotte,NC,Regular,2021-03-14,False
C01546,Sarah,Wilson,customer1546@email.com,61,Las Vegas,NV,Premium,2022-06-23,False
C01547,James,Thomas,customer1547@email.com,72,Seattle,WA,Wholesale,2020-12-30,True
C01548,Anjali,Miller,customer1548@email.com,42,Boston,MA,Budget,2021-03-13,True
C01549,Joseph,Thomas,customer1549@email.com,51,New York,NY,Regular,2021-02-05,True
C01550,David,Brown,customer1550@email.com,41,Nashville,TN,Budget,2021-09-27,True
C01551,Mary,Wilson,customer1551@email.com,59,Charlotte,NC,Wholesale,2021-07-13,False
C01552,Amit,Wilson,customer1552@email.com,35,Los Angeles,CA,Premium,2023-11-25,True
C01553,Vikram,Patel,customer1553@email.com,49,Miami,FL,Regular,2023-05-29,False
C01554,Mary,Thomas,customer1554@email.com,19,Las Vegas,NV,Regular,2020-07-31,True
C01555,Jessica,Brown,customer1555@email.com,21,Phoenix,AZ,Wholesale,2020-06-18,True
C01556,Priya,Wilson,customer1556@email.com,72,Austin,TX,Regular,2020-07-18,True
C01557,David,Garcia,customer1557@email.com,55,Austin,TX,Budget,2023-10-08,True
C01558,Neha,Johnson,customer1558@email.com,22,Denver,CO,Regular,2022-05-02,True
C01559,Jennifer,Patel,customer1559@email.com,20,Dallas,TX,Budget,2020-06-20,True
C01560,Jennifer,Smith,customer1560@email.com,37,Portland,OR,Budget,2022-04-18,True
C01561,Joseph,Williams,customer1561@email.com,54,Houston,TX,Wholesale,2021-11-30,True
C01562,Jennifer,Williams,customer1562@email.com,29,Houston,TX,Budget,2020-07-04,True
C01563,Michael,Thomas,customer1563@email.com,47,Philadelphia,PA,Premium,2020-01-22,True
C01564,Vikram,Miller,customer1564@email.com,65,San Jose,CA,Regular,2023-10-26,True
C01565,Amit,Anderson,customer1565@email.com,29,Los Angeles,CA,Budget,2022-02-15,True
C01566,Jessica,Davis,customer1566@email.com,71,Nashville,TN,Regular,2021-10-08,True
C01567,Barbara,Wilson,customer1567@email.com,62,San Antonio,TX,Wholesale,2020-12-28,True
C01568,Susan,Thomas,customer1568@email.com,40,Chicago,IL,Wholesale,2022-09-30,True
C01569,Richard,Jones,customer1569@email.com,52,Los Angeles,CA,Regular,2023-04-13,False
C01570,Neha,Anderson,customer1570@email.com,31,Seattle,WA,Budget,2023-08-16,True
C01571,Michael,Wilson,customer1571@email.com,31,Chicago,IL,Wholesale,2022-11-17,True
C01572,Abhinay,Garcia,customer1572@email.com,48,Los Angeles,CA,Regular,2020-08-24,False
C01573,Susan,Chaudhary,customer1573@email.com,60,Nashville,TN,Premium,2021-10-23,True
C01574,Susan,Smith,customer1574@email.com,28,Houston,TX,Wholesale,2023-07-13,False
C01575,Vikram,Brown,customer1575@email.com,29,Austin,TX,Budget,2021-11-20,True
C01576,Priya,Garcia,customer1576@email.com,66,Philadelphia,PA,Premium,2022-08-14,False
C01577,Rahul,Sharma,customer1577@email.com,64,Charlotte,NC,Wholesale,2022-07-23,False
C01578,Pooja,Thomas,customer1578@email.com,56,San Diego,CA,Budget,2021-06-01,False
C01579,Mary,Davis,customer1579@email.com,66,Denver,CO,Premium,2021-09-06,False
C01580,Rahul,Chaudhary,customer1580@email.com,55,Boston,MA,Premium,2021-07-05,True
C01581,Barbara,Miller,customer1581@email.com,54,Portland,OR,Regular,2020-12-06,True
C01582,John,Anderson,customer1582@email.com,68,Austin,TX,Regular,2020-04-20,True
C01583,Jennifer,Patel,customer1583@email.com,18,Atlanta,GA,Regular,2022-03-21,True
C01584,Barbara,Williams,customer1584@email.com,29,Philadelphia,PA,Regular,2021-09-09,True
C01585,Pooja,Davis,customer1585@email.com,27,Boston,MA,Budget,2020-07-03,True
C01586,Susan,Brown,customer1586@email.com,48,Miami,FL,Wholesale,2020-11-22,True
C01587,Richard,Patel,customer1587@email.com,63,Miami,FL,Regular,2023-09-30,True
C01588,David,Jones,customer1588@email.com,43,Denver,CO,Budget,2020-09-20,True
C01589,Richard,Williams,customer1589@email.com,40,Boston,MA,Wholesale,2023-05-07,True
C01590,Jennifer,Davis,customer1590@email.com,41,San Diego,CA,Budget,2023-05-31,True
C01591,Anjali,Chaudhary,customer1591@email.com,22,Portland,OR,Regular,2020-01-04,True
C01592,Mary,Miller,customer1592@email.com,37,Miami,FL,Wholesale,2021-01-19,True
C01593,Vikram,Garcia,customer1593@email.com,45,Austin,TX,Regular,2022-02-25,True
C01594,Neha,Kumar,customer1594@email.com,20,San Jose,CA,Budget,2022-03-03,False
C01595,Richard,Brown,customer1595@email.com,47,Philadelphia,PA,Premium,2020-11-30,True
C01596,Richard,Smith,customer1596@email.com,28,Houston,TX,Budget,2023-09-05,True
C01597,Richard,Patel,customer1597@email.com,18,Nashville,TN,Wholesale,2022-11-04,False
C01598,Barbara,Sharma,customer1598@email.com,34,Boston,MA,Premium,2020-04-21,False
C01599,Sarah,Taylor,customer1599@email.com,72,Portland,OR,Budget,2022-02-02,True
C01600,Priya,Chaudhary,customer1600@email.com,61,Philadelphia,PA,Premium,2022-05-18,True
C01601,Amit,Wilson,customer1601@email.com,30,New York,NY,Wholesale,2021-11-21,False
C01602,Barbara,Johnson,customer1602@email.com,25,Los Angeles,CA,Wholesale,2022-08-09,False
C01603,Anjali,Thomas,customer1603@email.com,34,Seattle,WA,Wholesale,2020-04-12,True
C01604,Priya,Wilson,customer1604@email.com,29,San Jose,CA,Budget,2020-02-18,True
C01605,Joseph,Taylor,customer1605@email.com,37,Boston,MA,Premium,2020-02-05,True
C01606,Priya,Chaudhary,customer1606@email.com,33,Seattle,WA,Regular,2020-03-15,True
C01607,Robert,Jones,customer1607@email.com,58,Las Vegas,NV,Wholesale,2020-07-12,False
C01608,Joseph,Davis,customer1608@email.com,70,Dallas,TX,Wholesale,2021-12-08,True
C01609,Susan,Johnson,customer1609@email.com,27,Chicago,IL,Premium,2021-10-30,False
C01610,David,Anderson,customer1610@email.com,45,Portland,OR,Wholesale,2020-06-10,True
C01611,Pooja,Williams,customer1611@email.com,71,Philadelphia,PA,Wholesale,2021-06-10,True
C01612,William,Anderson,customer1612@email.com,57,San Antonio,TX,Regular,2023-03-15,True
C01613,Sarah,Miller,customer1613@email.com,66,Seattle,WA,Wholesale,2023-03-20,True
C01614,Abhinay,Johnson,customer1614@email.com,56,Philadelphia,PA,Wholesale,2021-07-20,True
C01615,James,Sharma,customer1615@email.com,31,San Jose,CA,Premium,2021-07-12,False
C01616,William,Patel,customer1616@email.com,56,Phoenix,AZ,Budget,2021-07-16,True
C01617,James,Taylor,customer1617@email.com,32,San Diego,CA,Premium,2021-04-05,True
C01618,Rahul,Sharma,customer1618@email.com,58,Charlotte,NC,Budget,2022-08-01,False
C01619,James,Taylor,customer1619@email.com,39,Miami,FL,Budget,2023-02-16,True
C01620,Joseph,Kumar,customer1620@email.com,31,Atlanta,GA,Regular,2020-11-06,False
C01621,Mary,Williams,customer1621@email.com,58,Dallas,TX,Wholesale,2022-04-05,True
C01622,Pooja,Thomas,customer1622@email.com,37,Chicago,IL,Budget,2021-03-01,True
C01623,Joseph,Smith,customer1623@email.com,27,Atlanta,GA,Regular,2023-10-13,True
C01624,Jessica,Smith,customer1624@email.com,66,Nashville,TN,Budget,2022-06-02,False
C01625,Priya,Jones,customer1625@email.com,42,San Diego,CA,Premium,2022-02-07,True
C01626,Michael,Brown,customer1626@email.com,54,Denver,CO,Budget,2021-03-23,True
C01627,Priya,Sharma,customer1627@email.com,40,Philadelphia,PA,Regular,2022-04-01,False
C01628,David,Thomas,customer1628@email.com,58,Charlotte,NC,Premium,2021-07-25,True
C01629,Priya,Chaudhary,customer1629@email.com,32,Portland,OR,Wholesale,2023-01-01,False
C01630,Joseph,Garcia,customer1630@email.com,29,Atlanta,GA,Wholesale,2021-08-09,True
C01631,David,Patel,customer1631@email.com,59,New York,NY,Regular,2022-12-26,True
C01632,Vikram,Sharma,customer1632@email.com,44,Denver,CO,Wholesale,2023-04-03,True
